0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	-2.85866e-140
80	-2.38418e-137
81	-9.85595e-135
82	-2.69252e-132
83	-5.46832e-130
84	-8.80625e-128
85	-1.17133e-125
86	-1.32352e-123
87	-1.29682e-121
88	-1.1193e-119
89	-8.61606e-118
90	-5.97456e-116
91	-3.76291e-114
92	-2.16754e-112
93	-1.14867e-110
94	-5.62869e-109
95	-2.56164e-107
96	-1.08695e-105
97	-4.31481e-104
98	-1.60732e-102
99	-5.63396e-101
100	-1.86279e-99
101	-5.82262e-98
102	-1.72408e-96
103	-4.84487e-95
104	-1.29428e-93
105	-3.29212e-92
106	-7.98443e-91
107	-1.8489e-89
108	-4.0928e-88
109	-8.67088e-87
110	-1.75998e-85
111	-2.19891e-83
112	-2.60957e-81
113	-2.95105e-79
114	-3.18167e-77
115	-3.27188e-75
116	-3.2105e-73
117	-3.00696e-71
118	-2.68895e-69
119	-2.29632e-67
120	-1.87307e-65
121	-1.45948e-63
122	-1.08641e-61
123	-7.72592e-60
124	-5.24873e-58
125	-3.40619e-56
126	-2.11122e-54
127	-1.2496e-52
128	-7.06107e-51
129	-3.80807e-49
130	-1.95937e-47
131	-9.61448e-46
132	-4.49695e-44
133	-2.00379e-42
134	-8.50074e-41
135	-3.431e-39
136	-1.31643e-37
137	-4.79738e-36
138	-1.65884e-34
139	-5.4365e-33
140	-1.68661e-31
141	-4.94644e-30
142	-1.36928e-28
143	-3.57172e-27
144	-8.76238e-26
145	-2.01748e-24
146	-4.34924e-23
147	-8.75552e-22
148	-1.64107e-20
149	-2.85432e-19
150	-4.58971e-18
151	-6.79458e-17
152	-9.21767e-16
153	-1.14013e-14
154	-1.27884e-13
155	-1.29372e-12
156	-1.17464e-11
157	-9.54242e-11
158	-6.93981e-10
159	-4.54841e-09
160	-2.72359e-08
161	-5.79478e-08
162	-1.18327e-07
163	-2.36679e-07
164	-4.65666e-07
165	-9.01831e-07
166	-1.71907e-06
167	-3.22492e-06
168	-5.95311e-06
169	-1.08124e-05
170	-1.93197e-05
171	-3.39567e-05
172	-5.87007e-05
173	-9.97917e-05
174	-0.000166811
175	-0.000274144
176	-0.000442894
177	-0.000703285
178	-0.00109753
179	-0.00168306
180	-0.00253584
181	-0.00375343
182	-0.00545711
183	-0.00779233
184	-0.0109266
185	-0.015044
186	-0.0203351
187	-0.026982
188	-0.0351396
189	-0.0449115
190	-0.0563253
191	-0.069308
192	-0.0836651
193	-0.0990684
194	-0.115055
195	-0.131042
196	-0.146352
197	-0.160261
198	-0.172048
199	-0.18106
200	-0.186769
201	-0.188825
202	-0.187088
203	-0.181648
204	-0.172815
205	-0.161088
206	-0.147113
207	-0.131618
208	-0.115354
209	-0.0990342
210	-0.0832817
211	-0.0685981
212	-0.0553424
213	-0.0437298
214	-0.0338425
215	-0.0256512
216	-0.019042
217	-0.0138445
218	-0.00985835
219	-0.00687545
220	-0.00469654
221	-0.00314229
222	-0.00205931
223	-0.00132197
224	-0.000831316
225	-0.00051213
226	-0.000309092
227	-0.000182776
228	-0.000105901
229	-6.01272e-05
230	-3.34551e-05
231	-1.82436e-05
232	-9.75119e-06
233	-5.10908e-06
234	-2.62427e-06
235	-1.32162e-06
236	-6.52616e-07
237	-3.16066e-07
238	-1.50094e-07
239	-6.99451e-08
240	-3.19542e-08
241	-1.43339e-08
242	-6.30853e-09
243	-2.71552e-09
244	-1.1649e-09
245	-4.66229e-10
246	-2.11736e-10
247	-6.19272e-11
248	-4.79038e-11
249	4.62421e-12
250	-2.03523e-11
251	1.30167e-11
252	-1.40834e-11
253	1.1932e-11
254	-1.0969e-11
255	9.70194e-12
