0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	-1.30334e-86
140	-4.88409e-83
141	-8.96355e-80
142	-1.07369e-76
143	-9.43873e-74
144	-6.49212e-71
145	-3.63735e-68
146	-1.70643e-65
147	-6.83888e-63
148	-2.37699e-60
149	-7.24951e-58
150	-1.95826e-55
151	-4.72036e-53
152	-1.0216e-50
153	-1.99515e-48
154	-3.53063e-46
155	-5.68061e-44
156	-8.33313e-42
157	-1.11703e-39
158	-1.37064e-37
159	-1.54154e-35
160	-1.59054e-33
161	-2.37817e-32
162	-3.37052e-31
163	-4.46938e-30
164	-5.5513e-29
165	-6.46534e-28
166	-7.0669e-27
167	-7.25503e-26
168	-7.00004e-25
169	-6.35096e-24
170	-5.42045e-23
171	-4.35334e-22
172	-3.29072e-21
173	-2.34148e-20
174	-1.56832e-19
175	-9.88759e-19
176	-5.86678e-18
177	-3.27542e-17
178	-1.72015e-16
179	-8.49467e-16
180	-3.94314e-15
181	-1.71979e-14
182	-7.04492e-14
183	-2.70956e-13
184	-9.78255e-13
185	-3.31546e-12
186	-1.0552e-11
187	-3.15658e-11
188	-8.89022e-11
189	-2.36367e-10
190	-5.95611e-10
191	-1.43012e-09
192	-3.29391e-09
193	-7.33162e-09
194	-1.58839e-08
195	-3.36903e-08
196	-7.02162e-08
197	-1.44018e-07
198	-2.90731e-07
199	-5.77398e-07
200	-1.12775e-06
201	-2.16589e-06
202	-4.08989e-06
203	-7.59274e-06
204	-1.38562e-05
205	-2.48536e-05
206	-4.38109e-05
207	-7.58877e-05
208	-0.000129153
209	-0.000215937
210	-0.00035464
211	-0.000572053
212	-0.000906192
213	-0.00140958
214	-0.00215274
215	-0.00322758
216	-0.00475006
217	-0.00686133
218	-0.0097265
219	-0.01353
220	-0.0184666
221	-0.0247275
222	-0.0324813
223	-0.0418509
224	-0.0528877
225	-0.0655455
226	-0.0796588
227	-0.0949271
228	-0.110912
229	-0.127048
230	-0.142668
231	-0.157046
232	-0.16945
233	-0.179204
234	-0.185748
235	-0.188691
236	-0.18785
237	-0.183269
238	-0.175215
239	-0.164154
240	-0.150702
241	-0.135573
242	-0.119511
243	-0.103234
244	-0.0873821
245	-0.0724791
246	-0.0589116
247	-0.0469243
248	-0.0366282
249	-0.0280201
250	-0.0210077
251	-0.0154369
252	-0.0111183
253	-0.00784946
254	-0.00543235
255	-0.00368564
256	-0.00245157
257	-0.00159888
258	-0.0010225
259	-0.000641241
260	0.000139422
261	-0.000641241
262	-0.0010225
263	-0.00159888
264	-0.00245157
265	-0.00368564
266	-0.00543235
267	-0.00784946
268	-0.0111183
269	-0.0154369
270	-0.0210077
271	-0.0280201
272	-0.0366282
273	-0.0469243
274	-0.0589116
275	-0.0724791
276	-0.0873821
277	-0.103234
278	-0.119511
279	-0.135573
280	-0.150702
281	-0.164154
282	-0.175215
283	-0.183269
284	-0.18785
285	-0.188691
286	-0.185748
287	-0.179204
288	-0.16945
289	-0.157046
290	-0.142668
291	-0.127048
292	-0.110912
293	-0.0949271
294	-0.0796588
295	-0.0655455
296	-0.0528877
297	-0.0418509
298	-0.0324813
299	-0.0247275
300	-0.0184666
301	-0.01353
302	-0.0097265
